,Unnamed: 0.1,Unnamed: 0,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AWARD,SEASON
63,63,63,2211,Troy Murphy,Troy,1610612744,GSW,22.0,82,21,61,0.256,1450.3916666666669,178,423,0.421,3,9,0.333,121,156,0.776,99,223,322,70,84,36,21,28,217,1,480,-196,1058.4,3,0,989.0,1,25,69,59,12,15,12,33,27,28,10,11,15,15,11,6,7,17,12,14,23,50,67,5,14,62,15,6,2,15,0,2001-02
64,64,64,2199,Tyson Chandler,Tyson,1610612741,CHI,19.0,71,19,52,0.268,1392.8166666666666,151,304,0.497,0,0,0.0,134,222,0.604,114,229,343,54,99,28,93,21,179,1,436,-212,1192.6,7,0,1075.0,15,31,63,57,15,18,21,10,34,51,34,7,5,52,9,5,5,22,9,19,4,43,60,5,18,63,11,3,2,11,0,2001-02
65,65,65,2209,Vladimir Radmanovic,Vladimir,1610612760,SEA,21.0,61,31,30,0.508,1234.95,146,354,0.412,66,157,0.42,49,72,0.681,45,185,230,81,72,56,24,28,119,0,407,69,972.5,0,0,944.0,24,15,47,29,17,19,17,36,4,8,3,23,25,39,25,12,17,15,14,11,21,50,53,16,19,6,20,23,2,16,2,2001-02
66,66,66,2226,Will Solomon,Will,1610612763,MEM,23.0,62,15,47,0.242,883.1916666666667,113,331,0.341,46,162,0.284,49,73,0.671,12,56,68,92,62,35,7,22,76,0,321,-104,604.6,0,0,611.0,22,39,61,61,25,22,20,59,7,7,22,23,23,42,43,30,33,14,18,15,33,46,42,16,22,57,26,23,2,24,0,2001-02
67,67,67,2216,Zach Randolph,Zach,1610612757,POR,20.0,41,22,19,0.537,237.20166666666665,48,107,0.449,0,0,0.0,18,27,0.667,30,38,68,13,15,7,4,13,29,0,114,-19,233.1,0,0,217.0,32,24,35,19,43,35,35,22,34,51,34,37,38,43,34,36,33,40,38,41,44,37,28,16,34,33,39,23,2,39,0,2001-02
68,68,68,1442,Zeljko Rebraca,Zeljko,1610612765,DET,30.0,74,46,28,0.622,1178.4916666666666,189,374,0.505,0,0,0.0,135,175,0.771,84,206,290,38,84,28,73,29,192,1,513,62,1137.0,1,0,1043.0,12,4,45,9,18,12,16,7,34,51,34,6,9,19,13,10,13,27,12,19,7,53,62,5,11,7,13,16,2,13,2,2001-02
0,0,0,2492,Adam Harrington,Adam,1610612743,DEN,22.0,19,13,6,0.684,109.62166666666668,11,37,0.297,5,14,0.357,3,4,0.75,1,7,8,12,2,2,1,3,8,0,30,-35,64.6,0,0,61.0,48,39,9,4,51,50,47,54,30,31,9,56,56,21,58,56,57,43,60,55,51,12,7,11,49,37,53,16,2,52,0,2002-03
1,1,1,2405,Amar'e Stoudemire,Amar'e,1610612756,PHX,20.0,82,44,38,0.537,2569.938333333333,392,830,0.472,2,10,0.2,320,484,0.661,250,471,721,78,189,62,87,104,269,3,1106,8,2346.2,25,0,2205.0,1,3,47,18,2,3,2,11,37,34,39,1,1,41,1,2,1,20,2,7,2,64,63,1,2,12,2,2,2,2,1,2002-03
2,2,2,2541,Antoine Rigaudeau,Antoine,1610612742,DAL,31.0,11,8,3,0.727,89.39333333333333,8,35,0.229,1,5,0.2,0,0,0.0,4,4,8,6,6,3,0,1,11,0,17,-60,38.6,0,0,38.0,57,46,4,2,54,57,49,61,40,41,39,60,60,60,50,59,57,51,51,53,57,5,9,11,58,44,59,16,2,59,0,2002-03
3,3,3,2411,Bostjan Nachbar,Bostjan,1610612745,HOU,22.0,14,7,7,0.5,78.16666666666667,11,31,0.355,2,10,0.2,5,10,0.5,3,8,11,3,6,2,2,3,13,0,29,-13,52.7,0,0,53.0,54,50,11,23,56,50,52,46,37,34,39,49,46,53,55,54,55,56,51,55,45,12,10,11,52,27,55,16,2,54,0,2002-03
4,4,4,2430,Carlos Boozer,Carlos,1610612739,CLE,21.0,81,17,64,0.21,2047.9583333333333,331,618,0.536,0,1,0.0,148,192,0.771,202,407,609,106,103,59,50,59,224,1,810,-496,1923.8,21,0,1743.0,5,33,62,54,6,6,8,3,44,49,44,7,6,17,3,3,3,13,10,8,5,58,59,5,7,64,5,3,2,5,2,2002-03
5,5,5,2406,Caron Butler,Caron,1610612748,MIA,23.0,78,24,54,0.308,2855.651666666666,429,1032,0.416,34,107,0.318,309,375,0.824,135,262,397,213,192,137,31,95,230,0,1201,-383,2308.9,3,0,2181.0,8,21,60,46,1,1,1,22,13,13,22,2,2,6,7,7,7,3,1,1,11,63,60,11,1,63,3,6,2,3,1,2002-03
6,6,6,2418,Casey Jacobsen,Casey,1610612756,PHX,22.0,72,38,34,0.528,1145.2383333333332,122,327,0.373,52,165,0.315,72,105,0.686,29,54,83,73,55,35,6,24,90,0,368,125,645.1,0,0,658.0,13,6,43,19,21,20,21,40,6,7,24,19,16,36,23,32,28,21,22,18,33,44,40,11,20,3,22,16,2,22,0,2002-03
7,7,7,2456,Cezary Trybanski,Cezary,1610612763,MEM,23.0,15,3,12,0.2,88.31833333333333,5,20,0.25,0,0,0.0,4,10,0.4,6,8,14,1,8,0,6,5,13,0,14,-13,42.3,0,0,41.0,53,58,17,56,55,59,58,59,44,52,44,53,46,56,47,54,53,58,48,60,33,22,10,11,59,27,58,16,2,58,0,2002-03
8,8,8,2423,Chris Jefferies,Chris,1610612761,TOR,23.0,51,11,40,0.216,666.605,75,194,0.387,18,54,0.333,29,43,0.674,16,43,59,22,45,19,16,12,56,0,197,-110,360.8,0,0,366.0,29,43,50,52,30,27,26,33,19,19,15,29,31,39,34,34,34,36,28,27,20,33,32,11,28,49,31,16,2,30,0,2002-03
9,9,9,2442,Chris Owens,Chris,1610612763,MEM,24.0,1,0,1,0.0,6.316666666666666,2,3,0.667,0,0,0.0,0,0,0.0,1,0,1,0,1,0,0,0,0,0,4,6,4.2,0,0,5.0,64,62,1,62,62,61,62,1,44,52,44,60,60,60,58,64,62,61,61,60,57,1,1,11,61,14,62,16,2,61,0,2002-03
10,10,10,2404,Chris Wilcox,Chris,1610612746,LAC,20.0,46,12,34,0.261,479.74,73,140,0.521,0,0,0.0,25,50,0.5,32,72,104,21,26,7,12,10,65,0,171,16,358.3,0,0,334.0,34,40,43,49,35,28,33,4,44,52,44,34,28,53,22,25,25,38,34,42,24,29,34,11,30,10,32,16,2,33,0,2002-03
11,11,11,2402,Dajuan Wagner,Dajuan,1610612739,CLE,20.0,47,8,39,0.17,1384.9083333333333,223,605,0.369,55,174,0.316,128,160,0.8,20,62,82,130,85,38,7,61,107,0,629,-263,972.4,1,0,986.0,33,46,48,59,13,9,9,41,4,4,23,8,10,12,31,28,30,11,14,15,32,59,45,11,9,60,17,10,2,15,0,2002-03
12,12,12,2424,Dan Dickau,Dan,1610612737,ATL,24.0,50,23,27,0.46,518.12,70,170,0.412,22,61,0.361,21,26,0.808,9,34,43,85,53,14,2,7,66,0,183,-136,357.1,0,0,365.0,30,22,33,30,32,29,28,24,15,18,8,37,39,9,41,38,40,18,23,31,45,26,35,11,29,50,33,16,2,31,0,2002-03
13,13,13,2429,Dan Gadzuric,Dan,1610612749,MIL,25.0,49,21,28,0.429,759.3583333333333,70,145,0.483,0,1,0.0,29,56,0.518,66,131,197,9,27,22,52,5,125,0,169,-45,613.9,1,0,523.0,31,27,36,31,26,29,32,9,44,49,44,29,27,52,10,15,13,47,33,25,4,22,48,11,31,40,23,10,2,24,0,2002-03
14,14,14,2484,Devin Brown,Devin,1610612743,DEN,24.0,10,5,5,0.5,92.18,12,35,0.343,0,1,0.0,6,8,0.75,8,10,18,7,9,4,1,1,14,0,30,-18,68.1,0,0,65.0,58,55,8,23,53,49,49,49,44,49,44,48,50,21,45,52,49,49,47,48,51,5,14,11,49,32,51,16,2,51,0,2002-03
15,15,15,2400,Drew Gooden,Drew,1610612753,ORL,21.0,70,25,45,0.357,1875.57,355,777,0.457,14,48,0.292,151,212,0.712,163,292,455,83,150,53,35,70,172,1,875,-140,1659.5,12,0,1603.0,16,19,53,37,9,4,5,14,21,20,27,5,5,30,6,4,5,19,7,10,8,61,56,5,5,52,6,4,2,6,1,2002-03
16,16,16,981,Efthimios Rentzias,Efthimios,1610612755,PHI,27.0,35,23,12,0.657,143.38166666666666,20,59,0.339,4,8,0.5,8,9,0.889,10,16,26,7,4,6,2,4,21,0,52,-18,113.7,0,0,105.0,42,22,17,6,48,45,45,50,32,37,1,44,49,3,40,45,45,49,57,46,45,17,19,11,46,32,46,16,2,46,0,2002-03
17,17,17,2436,Flip Murray,Flip,1610612760,SEA,23.0,14,6,8,0.429,62.90833333333333,11,31,0.355,0,5,0.0,5,8,0.625,0,4,4,5,8,4,0,1,0,0,27,-2,43.3,0,0,44.0,54,52,14,31,59,50,52,46,44,41,44,49,50,45,62,59,60,52,48,48,57,5,1,11,54,20,57,16,2,57,0,2002-03
18,18,18,2421,Frank Williams,Frank,1610612752,NYK,23.0,21,6,15,0.286,167.415,9,33,0.273,6,16,0.375,4,6,0.667,3,15,18,34,17,7,2,1,20,0,28,-81,110.6,0,0,104.0,46,52,22,47,46,54,51,57,28,30,7,53,54,40,55,48,49,29,46,42,45,5,16,11,53,47,47,16,2,47,0,2002-03
19,19,19,2410,Fred Jones,Fred,1610612754,IND,24.0,19,12,7,0.632,112.55833333333334,9,24,0.375,2,7,0.286,3,4,0.75,4,5,9,5,6,6,1,3,13,0,23,-15,56.3,0,0,53.0,48,40,11,9,50,54,57,39,37,38,29,56,56,21,50,58,56,52,51,46,51,12,10,11,55,31,54,16,2,54,0,2002-03
20,20,20,1921,Gordan Giricek,Gordan,1610612753,ORL,26.0,76,30,46,0.395,2154.391666666667,350,803,0.436,85,249,0.341,150,183,0.82,36,202,238,137,145,52,8,43,159,0,935,-152,1461.1,0,0,1515.0,9,12,54,34,5,5,4,17,2,2,13,6,7,7,18,10,11,9,8,12,31,56,53,11,4,53,8,16,2,8,2,2002-03
21,21,21,2462,Guy Rucker,Guy,1610612744,GSW,25.0,3,0,3,0.0,3.225,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,0,1,0,0,-3,2.7,0,0,2.0,62,62,4,62,64,62,64,62,44,52,44,60,60,60,62,61,62,58,62,60,57,1,5,11,62,21,63,16,2,63,0,2002-03
22,22,22,2080,Igor Rakocevic,Igor,1610612750,MIN,25.0,42,23,19,0.548,240.12166666666667,22,58,0.379,5,12,0.417,29,36,0.806,4,13,17,33,23,4,0,5,25,0,78,48,136.9,0,0,141.0,36,22,25,16,44,44,46,37,30,32,5,29,34,10,50,50,51,31,36,48,57,22,20,11,44,6,45,16,2,44,0,2002-03
23,23,23,2452,J.R. Bremer,J.R.,1610612738,BOS,22.0,64,32,32,0.5,1500.9383333333333,171,464,0.369,101,286,0.353,85,111,0.766,18,127,145,164,59,38,3,23,80,1,528,-75,1012.0,0,0,1020.0,21,11,40,23,11,15,13,42,1,1,10,13,15,18,33,16,23,5,21,15,39,42,39,5,11,45,14,16,2,13,2,2002-03
24,24,24,2441,Jamal Sampson,Jamal,1610612749,MIL,20.0,5,3,2,0.6,8.818333333333333,0,2,0.0,0,0,0.0,0,0,0.0,1,1,2,1,0,1,0,0,0,0,0,2,6.9,0,0,5.0,61,58,2,11,61,62,63,62,44,52,44,60,60,60,58,61,61,58,62,57,57,1,1,11,62,17,61,16,2,61,0,2002-03
25,25,25,2457,Jannero Pargo,Jannero,1610612747,LAL,23.0,34,20,14,0.588,339.12,37,93,0.398,7,24,0.292,4,4,1.0,9,28,37,39,23,13,2,3,45,0,85,4,209.9,0,0,198.0,44,28,20,13,39,40,41,30,25,27,27,53,56,1,41,41,41,28,36,34,45,12,28,11,41,15,40,16,2,40,0,2002-03
26,26,26,2407,Jared Jeffries,Jared,1610612764,WAS,21.0,20,7,13,0.35,290.34166666666664,30,63,0.476,3,6,0.5,16,29,0.552,26,32,58,16,21,8,5,4,28,0,79,41,190.6,0,0,182.0,47,50,19,38,41,42,44,10,34,40,1,39,36,50,27,39,36,39,40,40,37,17,22,11,43,8,41,16,2,41,0,2002-03
27,27,27,2398,Jay Williams,Jay,1610612741,CHI,21.0,75,26,49,0.347,1961.19,273,685,0.399,65,202,0.322,103,161,0.64,27,168,195,350,171,86,17,56,179,0,714,-380,1611.0,3,1,1530.0,11,18,56,39,8,8,6,29,3,3,20,10,9,44,26,12,14,1,5,5,18,57,58,11,8,62,7,6,1,7,2,2002-03
28,28,28,2412,Jiri Welsch,Jiri,1610612744,GSW,23.0,37,12,25,0.324,229.9533333333333,19,75,0.253,1,4,0.25,22,29,0.759,12,16,28,27,19,8,2,8,32,0,61,3,146.1,0,0,137.0,40,40,31,44,45,46,43,58,40,43,34,36,36,19,39,45,44,33,45,40,45,27,24,11,45,16,44,16,2,45,0,2002-03
29,29,29,2422,John Salmons,John,1610612755,PHI,23.0,64,37,27,0.578,495.165,48,116,0.414,10,31,0.323,26,35,0.743,16,43,59,47,29,17,6,14,53,0,132,1,313.3,0,0,294.0,21,8,33,14,33,38,39,23,22,23,18,32,35,24,34,34,34,25,30,29,33,36,29,11,37,18,35,16,2,35,0,2002-03
30,30,30,2413,Juan Dixon,Juan,1610612764,WAS,24.0,42,18,24,0.429,648.4683333333334,104,271,0.384,25,84,0.298,37,46,0.804,13,59,72,40,42,26,3,18,54,0,270,-32,461.4,0,0,465.0,36,30,30,31,31,23,23,35,14,14,25,27,30,11,38,30,32,27,29,23,39,38,30,11,22,35,27,16,2,27,0,2002-03
31,31,31,1038,Juaquin Hawkins,Juaquin,1610612745,HOU,29.0,58,30,28,0.517,680.8,57,148,0.385,10,24,0.417,10,20,0.5,16,62,78,47,29,29,6,10,57,0,134,20,374.1,0,0,339.0,25,12,36,22,29,34,30,34,22,27,5,42,41,53,34,28,31,25,30,21,33,29,33,11,36,9,30,16,2,32,0,2002-03
32,32,32,2454,Junior Harrington,Junior,1610612743,DEN,22.0,82,17,65,0.207,2000.345,169,467,0.362,7,28,0.25,73,112,0.652,44,206,250,277,157,80,15,42,250,0,418,-296,1261.5,1,0,1142.0,1,33,63,55,7,16,11,44,25,24,34,18,14,42,17,9,10,2,6,6,22,55,62,11,17,61,9,10,2,9,0,2002-03
33,33,33,2416,Kareem Rush,Kareem,1610612747,LAL,22.0,76,47,29,0.618,874.7516666666667,96,244,0.393,19,68,0.279,16,23,0.696,26,68,94,68,63,10,11,10,71,0,227,-89,441.8,0,0,450.0,9,2,38,10,23,24,24,31,18,17,32,39,40,33,27,26,27,23,20,35,27,29,37,11,26,48,28,16,2,28,0,2002-03
